universal_id,Source,source_doi,domain_family,response_type,UCS_kPa,CBR,cbr_condition,Curing_Days,soil_id,soil_class,soil_location,sand_pct,silt_pct,Clay_Fraction,gravel_pct,ll_pct,pl_pct,Plasticity_Index,specific_gravity,OMC,MDD,Water_Content,dry_density_gcm3,Cement_Content,Lime_Content,Fly_Ash_Content,GGBS_Content,rice_husk_ash_pct,pond_ash_pct,marble_powder_pct,harha_pct,fgd_gypsum_pct,biopolymer_pct,xanthan_gum_pct,guar_gum_pct,chitosan_pct,lignin_pct,fiber_pct,polypropylene_pct,jute_pct,waste_plastic_pct,sludge_pct,coconut_shell_pct,naoh_pct,na2sio3_pct,alkali_activator_pct,water_binder_ratio,compaction_rate_mm_min,physical_quality_flag,Binder_Content,SiO2,Al2O3,CaO,A_clay,phi_ox,Delta_w,Binder_Total,Binder_Clay_Ratio,log_curing
UCDV1_00054,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,2081.0,,,28.0,,,,,,,,35.5,,21.2,,,1.696,21.57,,60.0,,32.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,False,,,,,,,,92.0,,3.367295829986474
UCDV1_00055,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,120.0,,,90.0,,,,,,,,35.5,,21.2,,,1.549,22.8,,100.0,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,False,,,,,,,,100.0,,4.51085950651685
UCDV1_00056,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,145.0,,,90.0,,,,,,,,35.5,,21.2,,,1.549,22.8,,94.0,,4.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,False,,,,,,,,98.0,,4.51085950651685
UCDV1_00057,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,146.0,,,90.0,,,,,,,,35.5,,21.2,,,1.549,22.8,,88.0,,8.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,False,,,,,,,,96.0,,4.51085950651685
UCDV1_00058,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,184.0,,,90.0,,,,,,,,35.5,,21.2,,,1.549,22.8,,82.0,,12.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,False,,,,,,,,94.0,,4.51085950651685
UCDV1_00059,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,187.0,,,90.0,,,,,,,,35.5,,21.2,,,1.549,22.8,,76.0,,16.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,False,,,,,,,,92.0,,4.51085950651685
UCDV1_00060,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,105.0,,,90.0,,,,,,,,35.5,,21.2,,,1.549,22.8,,80.0,,16.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,False,,,,,,,,96.0,,4.51085950651685
UCDV1_00061,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,166.0,,,90.0,,,,,,,,35.5,,21.2,,,1.549,22.8,,75.0,,20.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,False,,,,,,,,95.0,,4.51085950651685
UCDV1_00062,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,190.0,,,90.0,,,,,,,,35.5,,21.2,,,1.549,22.8,,70.0,,24.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,False,,,,,,,,94.0,,4.51085950651685
UCDV1_00063,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,194.0,,,90.0,,,,,,,,35.5,,21.2,,,1.549,22.8,,60.0,,32.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,False,,,,,,,,92.0,,4.51085950651685
UCDV1_00064,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,221.0,,,90.0,,,,,,,,35.5,,21.2,,,1.696,21.57,,100.0,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,False,,,,,,,,100.0,,4.51085950651685
UCDV1_00065,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,1525.0,,,90.0,,,,,,,,35.5,,21.2,,,1.696,21.57,,94.0,,4.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,False,,,,,,,,98.0,,4.51085950651685
UCDV1_00066,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,1480.0,,,90.0,,,,,,,,35.5,,21.2,,,1.696,21.57,,88.0,,8.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,False,,,,,,,,96.0,,4.51085950651685
UCDV1_00067,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,1934.0,,,90.0,,,,,,,,35.5,,21.2,,,1.696,21.57,,82.0,,12.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,False,,,,,,,,94.0,,4.51085950651685
UCDV1_00068,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,2054.0,,,90.0,,,,,,,,35.5,,21.2,,,1.696,21.57,,76.0,,16.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,False,,,,,,,,92.0,,4.51085950651685
UCDV1_00069,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,1394.0,,,90.0,,,,,,,,35.5,,21.2,,,1.696,21.57,,80.0,,16.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,False,,,,,,,,96.0,,4.51085950651685
UCDV1_00070,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,1830.0,,,90.0,,,,,,,,35.5,,21.2,,,1.696,21.57,,75.0,,20.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,False,,,,,,,,95.0,,4.51085950651685
UCDV1_00071,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,2083.0,,,90.0,,,,,,,,35.5,,21.2,,,1.696,21.57,,70.0,,24.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,False,,,,,,,,94.0,,4.51085950651685
UCDV1_00072,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,2163.0,,,90.0,,,,,,,,35.5,,21.2,,,1.696,21.57,,60.0,,32.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,False,,,,,,,,92.0,,4.51085950651685
